objid,specobjid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,plate,mjd,fiberid,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,redshift,class,u_g,g_r,r_i,i_z
1.24e+18,4.83e+17,26.89423681,14.11487582,19.49061,17.31069,16.35792,15.90424,15.6019,1035.0,301.0,4.0,139.0,429.0,51820.0,483.0,9.074157,7.120306,7.151511,6.951602,6.625303,15.129,82.6075,309.3852,203.421,380.3195,4.009552,3.259072,3.352306,3.389564,3.091051,21.66591,18.42697,19.46989,18.09325,17.8068,0.8169029,0.8472864,0.8358443,0.8217925,0.8276039,0.07217561,GALAXY,2.179919999999999,0.952770000000001,0.4536800000000003,0.30233999999999916
1.24e+18,3.16e+17,172.3430877,-1.035724277,18.76935,16.82972,15.93489,15.51074,15.19731,756.0,301.0,1.0,377.0,281.0,51614.0,99.0,5.766655,4.37779,4.313347,4.395413,4.082529,30.83838,169.9893,564.6744,385.8464,743.7691,2.150146,1.974417,1.902631,1.91086,1.84102,20.11163,17.30746,18.17704,16.88169,16.46829,0.3890448,0.4308663,0.439092,0.4592188,0.4394411,0.07727171,GALAXY,1.939630000000001,0.8948299999999989,0.42414999999999914,0.3134300000000003
1.24e+18,8.42e+17,356.9889974,13.87035755,18.18958,16.77054,16.00385,15.54422,15.25402,1739.0,301.0,1.0,283.0,748.0,52233.0,9.0,7.351398,7.454421,6.384596,6.841932,6.476517,44.66675,168.1165,504.4082,333.6291,622.3315,2.750566,2.940501,2.717462,2.803297,2.550339,20.13958,18.16771,18.81866,17.7254,17.28503,0.6131582,0.7050951,0.6750707,0.6686092,0.6872495,0.07169069,GALAXY,1.419039999999999,0.7666900000000005,0.45963000000000065,0.2901999999999987
1.24e+18,8.69e+17,158.5020583,61.50021803,19.00202,17.04367,16.00198,15.55004,15.17432,1345.0,301.0,1.0,280.0,772.0,52375.0,104.0,10.22191,5.831682,6.173805,6.492136,6.072181,29.30359,133.2785,538.4538,365.6391,743.3781,3.741388,2.598544,2.685639,2.763788,2.572602,20.36084,17.4055,18.37634,16.93346,16.61212,0.9357896,0.7788341,0.8101498,0.7886465,0.7841427,0.1145288,GALAXY,1.958350000000003,1.0416899999999991,0.45194000000000045,0.3757199999999994
1.24e+18,8.35e+17,346.0646274,13.75993703,19.17629,17.98991,17.46518,17.0581,16.91699,1739.0,301.0,2.0,212.0,742.0,52263.0,73.0,6.653125,5.979699,5.821981,6.150895,5.391796,21.86765,60.31758,136.4501,97.70445,136.4664,3.131144,2.856884,2.632627,2.773753,2.378893,21.22941,19.88937,20.31631,19.4922,19.159,0.431095,0.3947456,0.3805584,0.4000005,0.3817076,0.07715987,GALAXY,1.1863800000000033,0.5247299999999981,0.40708000000000055,0.14111000000000118
1.24e+18,3.35e+17,202.0287643,0.296132581,19.28791,17.80342,17.11685,16.73491,16.45875,1404.0,301.0,4.0,20.0,297.0,51959.0,517.0,5.047332,4.633327,4.241888,4.283823,4.065606,22.86527,81.88784,203.729,145.2298,246.699,2.43461,2.287242,2.005531,2.073664,1.914819,21.15726,18.79552,19.43826,18.38516,17.96517,0.7499983,0.839227,0.845818,0.8608908,0.8607975,0.08205678,GALAXY,1.484490000000001,0.6865699999999997,0.38194000000000017,0.27616000000000085
1.24e+18,5.17e+17,46.91450748,-7.912525766,18.87739,17.25777,16.38028,15.92211,15.60226,1045.0,301.0,2.0,85.0,459.0,51924.0,317.0,9.41042,10.11377,9.014256,9.901441,8.685525,22.2311,141.6777,411.8096,283.5095,488.531,3.73448,4.895668,4.226438,4.444785,3.779831,21.54834,18.73759,19.72683,18.26055,17.82932,0.7289432,0.7006505,0.6909722,0.6734306,0.6438505,0.1222394,GALAXY,1.6196199999999976,0.8774900000000017,0.4581699999999991,0.31985000000000063
1.24e+18,3.25e+18,165.8530835,63.67310374,18.61346,17.87706,17.75061,17.68757,17.57813,1345.0,301.0,3.0,306.0,2882.0,54498.0,597.0,5.808169,5.902463,6.979362,6.089599,5.377805,34.94137,66.5136,91.38979,80.32811,76.02849,2.725419,2.747211,3.115512,2.875485,2.338838,20.41861,19.85216,19.72584,19.83784,19.65039,0.7790698,0.8302669,0.8399835,0.8270234,0.940605,0.005588139,GALAXY,0.7363999999999997,0.1264499999999984,0.06304000000000087,0.10943999999999932
1.24e+18,3.33e+17,199.895095,0.268511647,19.11696,17.5523,16.71929,16.29598,15.98843,1334.0,301.0,4.0,22.0,296.0,51984.0,437.0,6.116377,5.339965,5.052784,5.233531,4.941492,27.05663,88.66187,267.9061,188.8716,333.0158,2.864894,2.200621,2.00185,2.121772,1.860314,20.55199,18.16183,18.93561,17.68108,17.35874,0.5224982,0.5841663,0.5685298,0.5628077,0.603835,0.08203792,GALAXY,1.56466,0.833009999999998,0.42331000000000074,0.3075500000000009
1.24e+18,3.31e+17,195.2790559,0.703116859,18.64672,16.69919,15.75478,15.32308,14.99049,756.0,301.0,5.0,531.0,294.0,51986.0,322.0,11.12954,6.186243,5.976058,6.027677,5.758712,37.07203,179.1837,617.4825,414.6949,823.3336,3.591558,2.774949,2.708812,2.737761,2.619619,20.30681,17.36426,18.43325,16.97102,16.72003,0.4636022,0.5609957,0.5732788,0.608416,0.5851382,0.08132678,GALAXY,1.9475299999999969,0.9444100000000013,0.4317000000000011,0.3325899999999997
1.24e+18,1.96e+18,117.4237976,44.96306461,19.5959,18.40202,17.70161,17.33416,17.03238,1402.0,301.0,6.0,87.0,1737.0,53055.0,81.0,3.7509,3.870352,3.732978,3.80325,3.525378,16.55193,45.19003,114.2627,82.75319,137.9008,2.120712,1.924349,1.752852,1.808447,1.647672,20.9984,19.13872,19.74892,18.79969,18.38032,0.636172,0.5697343,0.5991246,0.5936836,0.6047171,0.1591101,GALAXY,1.19388,0.7004100000000015,0.36744999999999806,0.3017800000000008
1.24e+18,5e+17,127.4998796,52.69719299,15.47928,14.11497,13.36907,12.98706,12.68325,1350.0,301.0,4.0,164.0,444.0,51883.0,195.0,19.7982,20.98133,21.28787,21.11547,21.10566,573.3839,2273.526,6139.908,4359.158,7617.101,10.02033,10.64706,10.432,10.35299,10.10858,18.07448,16.50383,17.14916,16.26309,16.05929,0.6865831,0.7750101,0.7561784,0.7245535,0.6260313,0.01415643,GALAXY,1.3643099999999997,0.7458999999999989,0.38201000000000107,0.30381000000000036
1.24e+18,3.9e+17,243.1906434,-0.217919258,19.36194,18.04548,17.30302,16.8729,16.58532,752.0,301.0,3.0,665.0,346.0,51693.0,262.0,3.613165,3.274001,3.020235,3.167803,3.062628,20.75098,64.16131,184.341,124.496,221.7912,1.776503,1.568974,1.454871,1.526561,1.313044,20.4979,18.3588,19.17336,18.02085,17.74911,0.7101935,0.7368801,0.7701964,0.7836774,0.7397385,0.09354635,GALAXY,1.3164599999999993,0.7424600000000012,0.4301199999999987,0.28758000000000195
1.24e+18,4.97e+17,123.5002168,46.75995908,19.32538,17.51159,16.60192,16.16639,15.82349,1345.0,301.0,5.0,115.0,441.0,51868.0,255.0,4.91461,4.750066,4.70338,5.081524,4.517666,18.21273,92.28989,306.1064,212.2456,419.8865,2.583205,2.19994,2.133184,2.229498,2.096726,20.35764,17.84636,18.73458,17.37453,17.11228,0.6295281,0.7072615,0.709055,0.7125321,0.7804481,0.06959482,GALAXY,1.8137899999999973,0.909670000000002,0.43553,0.3429000000000002
1.24e+18,4.91e+17,120.7492994,44.54859576,18.99481,17.73315,17.13384,16.79988,16.49426,1331.0,301.0,6.0,120.0,436.0,51883.0,21.0,2.844256,3.069842,2.902719,2.921771,3.105192,22.74126,70.63074,166.1421,122.4725,213.8427,1.520329,1.445154,1.379545,1.396401,1.366405,20.10603,18.48367,18.91889,18.20071,17.79387,0.5069414,0.589076,0.573447,0.5648597,0.5352315,0.03112377,GALAXY,1.2616600000000027,0.5993099999999991,0.3339599999999976,0.3056200000000011
1.24e+18,3.7e+17,177.7069366,-2.838573549,18.74511,17.40391,16.78392,16.45591,16.20587,1231.0,301.0,3.0,56.0,329.0,52056.0,110.0,8.980745,9.223482,8.414404,8.721425,8.190792,29.57697,109.0881,231.6823,187.226,235.2372,4.149747,4.427944,3.89568,4.188263,3.237176,21.04214,19.2689,19.69739,18.78985,18.47111,0.493077,0.506308,0.506005,0.5202766,0.4834217,0.07656576,GALAXY,1.3412000000000006,0.6199900000000014,0.328009999999999,0.2500399999999985
1.24e+18,3.02e+17,149.205401,-0.564804844,19.35276,18.13442,17.53872,17.17705,17.00452,756.0,301.0,2.0,223.0,268.0,51633.0,217.0,8.851351,7.809927,7.996827,7.741719,6.689348,18.91464,53.53712,132.5581,94.5339,147.4463,3.915886,3.704419,3.792705,3.698465,3.44102,21.41293,19.96402,20.48497,19.6538,19.34313,0.3657794,0.4387859,0.4443937,0.4126595,0.4852087,0.08504127,GALAXY,1.2183400000000013,0.5956999999999972,0.36167000000000016,0.17253000000000185
1.24e+18,4.94e+17,121.9338137,44.18649114,19.30151,18.07532,17.72382,17.46637,17.36616,1331.0,301.0,4.0,121.0,439.0,51877.0,258.0,27.92005,11.07325,10.60051,12.00589,10.26481,26.39996,62.88131,100.619,86.96489,71.86653,6.544501,5.323731,4.710886,5.267671,3.134415,22.47887,20.87307,21.05673,20.71367,20.50361,0.7815914,0.8109199,0.9434904,0.8051728,0.853251,0.04584974,GALAXY,1.226189999999999,0.3515000000000015,0.2574499999999986,0.10021000000000058
1.24e+18,5.81e+17,180.3242349,2.396526953,19.58408,17.72713,16.85518,16.45185,16.13155,1458.0,301.0,3.0,371.0,516.0,52017.0,173.0,4.638681,4.604204,4.02377,4.408035,4.693458,14.57135,79.86856,250.0352,176.2077,336.2874,1.844175,1.939796,1.872935,1.890886,1.898002,20.60079,17.95386,18.78638,17.52487,17.1854,0.6226652,0.634146,0.6357925,0.6388931,0.6310067,0.07835081,GALAXY,1.8569500000000012,0.8719499999999982,0.4033300000000004,0.3202999999999996
1.24e+18,5.48e+17,150.7411962,62.70888072,19.24185,17.89457,17.28642,16.88997,16.65711,1412.0,301.0,2.0,69.0,487.0,51943.0,109.0,4.717934,4.29532,3.811065,4.010194,3.467733,23.60119,73.08419,168.8048,121.6404,190.3354,2.342621,2.061995,1.809521,1.890724,1.647369,20.64864,18.82797,19.46754,18.49759,18.17154,0.6729631,0.6909502,0.7244198,0.7090465,0.7437213,0.1025165,GALAXY,1.3472799999999978,0.608150000000002,0.39644999999999797,0.2328600000000023
1.24e+18,4.12e+17,260.7561481,59.60148821,19.25906,17.30194,16.33784,15.91325,15.56334,1356.0,301.0,2.0,63.0,366.0,52017.0,371.0,7.472406,5.909184,5.843912,5.833375,5.483206,20.7826,108.7297,381.5266,258.7121,511.6556,3.043123,2.553634,2.542144,2.487745,2.363254,20.48624,17.64367,18.66854,17.20312,16.92687,0.8236922,0.8620298,0.8221854,0.8322598,0.8234496,0.09483734,GALAXY,1.9571200000000033,0.9640999999999984,0.42459000000000024,0.3499099999999995
1.24e+18,3.9e+17,244.8046552,0.898636174,19.24354,17.55958,16.70882,16.27199,15.96455,752.0,301.0,6.0,676.0,346.0,51693.0,575.0,3.673968,4.437896,4.658764,4.763447,4.548263,14.92579,82.42707,265.7001,182.1953,340.4117,1.653645,2.049382,2.042723,2.102346,1.998599,20.65586,18.14516,19.03902,17.65106,17.28448,0.6740434,0.7240208,0.7215134,0.7166928,0.7671669,0.05644828,GALAXY,1.683959999999999,0.8507600000000011,0.4368300000000005,0.3074399999999997
1.24e+18,8.08e+17,333.4427774,-8.724995154,19.36953,18.33732,17.87054,17.60425,17.5087,1659.0,301.0,3.0,189.0,718.0,52206.0,55.0,10.15932,3.89604,3.789263,3.970737,4.336417,18.05343,46.301,89.33438,71.31224,111.0943,1.924995,1.890188,1.811279,1.860775,2.052546,20.46837,19.22679,19.56434,19.00632,18.89681,0.3076204,0.3397616,0.34961,0.3401514,0.3771362,0.1486679,GALAXY,1.0322100000000027,0.46678,0.2662899999999979,0.09554999999999936
1.24e+18,7e+17,242.9041895,49.27519642,19.34506,17.40799,16.53246,16.10287,15.78938,1345.0,301.0,4.0,586.0,622.0,52054.0,481.0,8.656448,5.296724,5.085718,5.147224,4.819408,21.90862,105.1375,335.843,231.3418,425.7756,2.768337,2.222696,2.066312,2.103413,1.911437,20.75888,18.01075,18.90209,17.56607,17.29356,0.5697137,0.7550697,0.6674335,0.7213672,0.6916457,0.0575192,GALAXY,1.9370699999999985,0.8755300000000013,0.429590000000001,0.3134899999999998
1.24e+18,5.01e+17,129.581944,49.80973962,18.50054,17.52273,17.10599,16.8618,16.67337,1345.0,301.0,2.0,148.0,445.0,51873.0,126.0,27.92538,10.42725,9.720551,10.18645,9.97011,44.10891,102.3879,178.9812,143.3601,216.2205,4.88169,4.59411,4.487433,4.454925,4.541723,21.08693,19.63144,20.28126,19.46265,19.37474,0.9409261,0.8211994,0.7950438,0.7944671,0.8060486,0.03625669,GALAXY,0.9778100000000016,0.4167400000000008,0.24418999999999969,0.18843000000000032
1.24e+18,7e+17,243.3458865,48.84753145,19.30357,17.7561,17.05096,16.70851,16.42726,1345.0,301.0,4.0,590.0,622.0,52054.0,95.0,5.025843,5.57196,5.205901,5.499301,5.51708,18.9842,81.28664,198.4457,149.866,258.969,2.54779,2.70435,2.448749,2.567764,2.487684,21.39947,19.04112,19.87012,18.71608,18.50264,0.5921775,0.5679414,0.5474018,0.5624836,0.5280886,0.05979273,GALAXY,1.5474700000000006,0.7051400000000001,0.3424499999999995,0.28125
1.24e+18,4.99e+17,127.006278,48.31392862,18.62405,17.73478,17.47587,17.26989,17.23052,1331.0,301.0,3.0,158.0,443.0,51873.0,151.0,7.257563,7.074242,6.724699,7.121778,6.343542,36.69281,75.47619,111.6026,96.2731,87.22378,3.915375,3.644815,3.38343,3.47374,2.635681,20.97059,19.99629,19.95602,19.78375,19.55791,0.4582867,0.5354233,0.5493972,0.5455706,0.5031913,0.04932304,GALAXY,0.8892699999999998,0.2589100000000002,0.20598000000000027,0.03937000000000168
1.24e+18,5.15e+17,43.35537171,-7.912961572,19.27516,17.48598,16.58143,16.18407,15.8663,1862.0,301.0,3.0,114.0,457.0,51901.0,168.0,4.749624,5.171129,5.065107,5.001338,4.899444,18.40836,84.82915,280.454,195.1581,355.1286,2.601558,2.405513,2.242654,2.294249,2.237519,20.64843,18.02276,18.78432,17.61669,17.15576,0.9142264,0.90974,0.9720911,0.9378985,0.9763086,0.07935058,GALAXY,1.7891799999999982,0.9045500000000004,0.3973600000000026,0.31776999999999767
1.24e+18,6.04e+17,219.296959,0.829014388,18.97523,17.05098,16.16112,15.74566,15.40655,756.0,301.0,5.0,691.0,536.0,52024.0,208.0,6.238849,5.570585,5.335687,5.34044,5.62561,27.12688,137.885,458.1974,314.3059,622.3465,2.633605,2.36719,2.265268,2.26729,2.349281,20.42426,17.5204,18.3823,17.12406,16.69811,0.7702456,0.7335582,0.7766871,0.7274322,0.7818559,0.07818537,GALAXY,1.9242500000000007,0.8898599999999988,0.4154599999999995,0.3391100000000016
1.24e+18,3.46e+17,218.9079185,-0.428026288,19.06937,17.96264,17.44768,17.0965,16.94244,756.0,301.0,2.0,689.0,307.0,51663.0,266.0,7.09782,6.633531,6.683173,6.354145,6.95833,25.42931,64.94949,139.7732,99.59225,146.696,3.612852,3.37045,3.147288,3.131797,2.913189,21.31176,19.59667,20.06245,19.35316,19.04044,0.7790948,0.7797645,0.7637211,0.7823485,0.7118551,0.08399684,GALAXY,1.1067299999999989,0.5149600000000021,0.3511799999999994,0.15405999999999764
1.24e+18,8.23e+17,322.6189144,10.55772039,19.01931,17.12581,16.17063,15.71201,15.35512,1739.0,301.0,2.0,57.0,731.0,52460.0,294.0,9.214136,6.034321,5.127553,5.311133,4.828605,30.31737,124.5463,424.0897,286.6481,576.5397,3.691722,2.532058,2.259938,2.318544,2.185591,20.71913,18.05531,18.88596,17.63288,17.18181,0.3555083,0.4270763,0.4263542,0.4198292,0.4593933,0.07595915,GALAXY,1.8934999999999995,0.9551800000000021,0.4586199999999998,0.35688999999999993
1.24e+18,5.15e+17,42.67458178,-7.654211615,19.09637,17.74943,16.869,16.39138,16.08362,1862.0,301.0,4.0,110.0,457.0,51901.0,351.0,27.92152,7.146023,6.758401,6.774677,6.121619,20.64928,64.87296,212.2791,138.3827,271.0395,3.555168,3.139796,3.00635,3.033413,2.735449,20.79329,18.54413,19.44792,18.07401,17.89468,0.8227643,0.7265955,0.7087672,0.7565086,0.7392328,0.1539081,GALAXY,1.34694,0.8804300000000005,0.47761999999999816,0.3077600000000018
1.24e+18,6.01e+17,215.6358513,1.32025151,19.04251,17.71687,17.00953,16.61081,16.31322,1462.0,301.0,2.0,603.0,534.0,51997.0,137.0,27.92661,7.390935,7.26832,7.291362,7.071829,19.22045,82.05877,210.1808,154.3781,249.0749,3.463473,3.97316,3.610157,3.853968,3.286467,21.11527,19.45566,19.90787,19.01874,18.49134,0.6076383,0.6805687,0.6892838,0.7087286,0.7735409,0.118457,GALAXY,1.32564,0.7073399999999985,0.39872000000000085,0.2975899999999996
1.24e+18,5e+17,129.0620254,52.20249171,17.84496,16.50469,15.85885,15.43735,15.20109,1402.0,301.0,1.0,156.0,444.0,51883.0,83.0,3.676644,4.39942,4.428659,4.614891,3.928096,55.62421,219.2236,595.8146,407.5839,712.2561,1.710697,1.995913,2.002915,2.073084,1.801549,18.53165,16.75861,17.37277,16.38735,16.19745,0.7293894,0.9294927,0.9159085,0.9718552,0.9018602,0.04811725,GALAXY,1.3402700000000003,0.6458399999999997,0.4215,0.2362599999999997
1.24e+18,3.18e+17,174.1058696,-0.991358016,19.28275,18.16862,17.73627,17.48979,17.32665,756.0,301.0,1.0,389.0,282.0,51658.0,89.0,5.27118,5.956724,5.848888,6.084541,5.904367,19.55485,53.42448,102.1726,81.30473,99.04681,2.824704,2.769445,2.782502,2.816665,2.402668,21.01654,19.6473,19.97675,19.47405,19.16119,0.7331253,0.7156959,0.7628338,0.7116544,0.762561,0.07701109,GALAXY,1.1141299999999994,0.43234999999999957,0.2464800000000018,0.1631399999999985
1.24e+18,3.22e+17,182.421104,0.657701843,18.58486,17.00138,16.30177,15.93777,15.65287,756.0,301.0,5.0,445.0,286.0,51999.0,590.0,3.659634,3.040784,2.925963,3.00929,2.938797,36.23656,143.399,377.6759,272.7204,476.9597,1.627082,1.430828,1.366911,1.404201,1.370043,19.73824,17.45172,18.12877,17.13888,16.75606,0.4811335,0.5693531,0.6066856,0.5806248,0.5622506,0.02141499,GALAXY,1.583479999999998,0.6996099999999998,0.36400000000000077,0.2849000000000004
1.24e+18,3.74e+17,182.4762986,-2.873464812,19.42432,17.58563,16.68108,16.26426,15.94423,1231.0,301.0,3.0,88.0,332.0,52367.0,185.0,4.475832,3.429047,3.345329,3.277038,3.013947,17.58783,85.17696,282.7666,192.5819,374.6556,1.952637,1.619096,1.556627,1.535508,1.467978,20.20615,17.55245,18.36411,17.08694,16.84069,0.7309011,0.6230416,0.6208423,0.5877487,0.6365693,0.06726875,GALAXY,1.8386900000000033,0.9045499999999969,0.4168200000000013,0.3200300000000009
1.24e+18,3.24e+18,163.8248654,62.5048629,19.22486,17.66921,16.81721,16.39266,16.07081,1345.0,301.0,1.0,298.0,2882.0,54498.0,124.0,8.257681,7.996744,6.89501,7.464905,6.376398,20.20892,83.19454,216.1906,167.5011,279.1648,3.707452,3.563377,2.685085,3.256231,2.638608,20.82391,18.44111,19.37762,17.95547,17.66565,0.5113481,0.4772706,0.4731473,0.5193272,0.4603366,0.09581371,GALAXY,1.55565,0.8520000000000003,0.42455,0.32184999999999775
1.24e+18,7e+17,241.394203,49.09363073,17.93963,16.0222,15.13727,14.7101,14.40006,1345.0,301.0,2.0,583.0,622.0,52054.0,376.0,13.57756,13.47231,13.84816,13.10152,12.66873,57.44674,322.862,1095.234,709.4169,1312.509,6.25951,6.119077,6.211822,5.886412,5.540301,20.69394,17.81617,18.87259,17.51466,17.12782,0.6018939,0.5709948,0.5371813,0.5663851,0.5290673,0.05995427,GALAXY,1.9174299999999995,0.8849300000000024,0.4271699999999985,0.31004000000000076
1.24e+18,5.89e+17,193.0895661,2.024470611,19.43135,17.71252,16.81778,16.35586,15.91642,1458.0,301.0,2.0,456.0,523.0,52026.0,303.0,6.912189,10.5094,8.314661,9.062499,7.76638,11.92722,88.70263,259.4166,187.7306,335.4673,2.678312,4.513638,3.618905,4.084324,3.120882,21.52077,19.17028,19.93585,18.74139,18.1671,0.1999777,0.1734206,0.1832019,0.179778,0.1802182,0.0487917,GALAXY,1.718829999999997,0.8947400000000023,0.4619199999999992,0.4394399999999994
1.24e+18,4.81e+17,31.15343888,12.32203154,19.21063,17.91078,17.41555,17.13442,16.95452,1035.0,301.0,1.0,168.0,427.0,51900.0,53.0,2.969797,10.27494,10.82257,11.43045,10.37969,23.68543,56.77469,122.8112,108.1273,159.0558,5.800197,4.321115,4.610989,5.274063,5.134855,21.75852,20.17795,20.69941,19.92695,19.64918,0.4500032,0.5046003,0.5364513,0.5520838,0.5151758,0.0465313,GALAXY,1.2998499999999993,0.4952299999999994,0.281130000000001,0.17989999999999995
1.24e+18,3.95e+17,253.4671327,62.19711778,17.83931,16.75133,16.18841,15.63929,15.51962,1336.0,301.0,1.0,26.0,351.0,51695.0,329.0,4.542638,4.683849,4.458758,4.610754,4.308223,75.7349,205.0701,529.2921,337.6309,558.0038,2.454337,2.369423,2.194018,2.324771,2.071981,19.23369,17.75592,18.37122,17.10869,17.09656,0.8556231,0.9261373,0.9189746,0.9199309,0.864598,0.1060291,GALAXY,1.0879800000000017,0.5629199999999983,0.5491200000000003,0.11967000000000105
1.24e+18,5.72e+17,164.6733204,1.624466063,19.5209,17.91814,17.03815,16.56699,16.20592,1462.0,301.0,2.0,262.0,508.0,52366.0,254.0,8.891122,6.429396,6.036263,6.119279,5.529886,20.4709,70.69353,237.2238,157.5412,294.3199,4.005471,2.922441,2.82816,2.863124,2.50866,21.02046,18.9874,19.80902,18.43649,18.01489,0.263542,0.2782746,0.281618,0.2801779,0.2605503,0.09873175,GALAXY,1.60276,0.8799899999999994,0.47116000000000113,0.36107000000000156
1.24e+18,6.08e+17,227.0226643,1.348298868,19.46618,17.49174,16.54243,16.12069,15.7727,1458.0,301.0,2.0,682.0,540.0,51996.0,266.0,4.512885,4.024118,3.872627,3.81517,3.683055,16.93526,93.54456,328.9771,223.4517,426.301,1.976919,1.67789,1.623532,1.608024,1.498968,20.52098,17.80153,18.62218,17.40354,16.96429,0.7398919,0.7602326,0.7152404,0.7792456,0.7729476,0.089857,GALAXY,1.9744400000000013,0.9493100000000005,0.4217399999999998,0.34798999999999936
1.24e+18,5.92e+17,200.8718401,1.377512953,18.85778,17.50745,16.92831,16.57291,16.32224,1458.0,301.0,1.0,508.0,526.0,52312.0,56.0,4.757053,4.328232,4.333285,4.505091,4.422705,22.75638,83.86646,191.4981,142.5112,233.5753,1.938982,2.060274,1.961601,2.043866,1.870578,20.23524,18.50891,19.01984,18.19135,17.80646,0.257834,0.3677236,0.3818539,0.3703873,0.3711363,0.05665903,GALAXY,1.3503300000000031,0.5791399999999989,0.3553999999999995,0.2506699999999995
1.24e+18,6.76e+17,188.7465059,66.07546354,19.25395,17.72508,16.99231,16.56882,16.26234,1302.0,301.0,6.0,387.0,600.0,52317.0,538.0,8.074785,7.443384,6.176486,6.326677,5.896674,27.33889,94.15508,239.0121,164.6563,299.1512,3.817516,3.369402,2.852353,2.929298,2.669712,21.29757,18.86658,19.5936,18.42914,18.07936,0.4299931,0.458887,0.4592409,0.4896935,0.4984257,0.08443928,GALAXY,1.5288700000000013,0.7327699999999986,0.42349000000000103,0.30648000000000053
1.24e+18,5.69e+17,159.4104643,2.826474658,19.2561,17.16169,16.22289,15.79691,15.43649,1462.0,301.0,5.0,227.0,505.0,52317.0,573.0,68.29375,5.083354,5.244652,5.127132,5.048074,21.59021,112.8817,405.3594,274.2538,548.9387,3.517588,2.295574,2.290954,2.299733,2.234364,20.66482,17.79183,18.66689,17.42101,17.00963,0.4556196,0.4273421,0.4411696,0.4348659,0.4288353,0.08084538,GALAXY,2.09441,0.9388000000000005,0.42597999999999914,0.3604200000000013
1.24e+18,3.02e+17,149.3246853,0.965144097,19.58534,18.04451,17.30596,16.98508,16.66212,1462.0,301.0,1.0,160.0,268.0,51633.0,416.0,18.01657,6.669961,6.602034,6.746931,6.447838,19.19939,61.30397,144.2786,115.1046,204.2718,4.107921,3.303812,2.926031,3.129461,3.029299,21.53139,19.47527,20.20358,19.14123,18.76549,0.8495732,0.9610838,0.9731808,0.9257309,0.999703,0.0865969,GALAXY,1.5408299999999997,0.73855,0.32087999999999894,0.32295999999999836
1.24e+18,3.06e+17,155.3299633,0.722288095,19.45451,18.16035,17.41574,17.00811,16.71234,756.0,301.0,5.0,264.0,272.0,51941.0,381.0,4.231977,4.443507,4.034902,4.578667,4.27296,16.74877,54.37553,142.5861,108.1869,185.7466,2.228028,2.139357,1.899835,2.125428,1.899643,21.12343,19.08895,19.91281,18.66126,18.34705,0.4920238,0.5212131,0.5474436,0.5626361,0.6210933,0.09624433,GALAXY,1.294159999999998,0.7446100000000015,0.40763000000000105,0.2957699999999974
1.24e+18,6.28e+17,148.9842364,58.08965512,19.17303,17.77895,16.96088,16.57609,16.27941,1895.0,301.0,5.0,266.0,558.0,52317.0,484.0,6.90294,6.622047,6.451325,6.755364,6.308171,23.33402,72.7909,201.3622,148.008,251.6652,3.902068,3.652051,3.315061,3.515323,3.178644,21.8352,19.25466,20.12496,18.90023,18.51396,0.8019015,0.8505869,0.8767123,0.8562601,0.8834488,0.1407697,GALAXY,1.3940800000000024,0.8180699999999987,0.38478999999999886,0.29668000000000205
1.24e+18,3.28e+17,191.4545289,0.284922628,19.27448,17.56415,16.74097,16.39206,16.10726,756.0,301.0,4.0,505.0,291.0,51928.0,551.0,2.427175,2.516987,2.807601,2.649935,2.806117,17.44751,86.87697,257.0051,186.7585,337.0798,1.251757,1.187117,1.281605,1.24177,1.256689,20.01157,17.56675,18.3783,17.25617,17.0097,0.7373862,0.7040768,0.7118629,0.6912807,0.6828652,0.1318161,GALAXY,1.710329999999999,0.8231800000000007,0.34891000000000005,0.2848000000000006
1.24e+18,4.12e+17,262.7954526,57.721359,18.62911,17.58998,17.15655,16.8595,16.65519,1356.0,301.0,3.0,77.0,366.0,52017.0,88.0,6.914616,7.154826,7.322794,7.39241,8.083785,34.60297,85.39872,159.1145,126.4197,218.7805,3.659307,3.57345,3.408139,3.517774,3.770319,21.03889,19.53198,19.88537,19.2745,19.12368,0.7499965,0.7507998,0.7517772,0.7448059,0.7951285,0.06453274,GALAXY,1.03913,0.4334300000000013,0.2970499999999987,0.20430999999999955
1.24e+18,3.74e+17,183.5529866,-1.263489609,18.78593,17.39079,16.79187,16.44075,16.20225,1140.0,301.0,6.0,205.0,332.0,52367.0,618.0,6.320579,6.725419,6.311431,6.366339,5.830127,28.86788,114.2375,252.9976,184.2156,295.6527,3.077518,3.28086,3.072124,3.03299,2.862663,21.06533,18.86536,19.63907,18.3891,18.16503,0.6999652,0.7499479,0.7682546,0.766846,0.8511271,0.07015883,GALAXY,1.3951400000000014,0.5989199999999997,0.3511199999999981,0.23850000000000193
